@RELATION amazon

@ATTRIBUTE id string
@ATTRIBUTE mean_r numeric
@ATTRIBUTE mean_g numeric
@ATTRIBUTE mean_b numeric
@ATTRIBUTE mean_intensity numeric
@ATTRIBUTE gray_histogram_0 numeric
@ATTRIBUTE gray_histogram_1 numeric
@ATTRIBUTE gray_histogram_2 numeric
@ATTRIBUTE gray_histogram_3 numeric
@ATTRIBUTE gray_histogram_4 numeric
@ATTRIBUTE gray_histogram_5 numeric
@ATTRIBUTE gray_histogram_6 numeric
@ATTRIBUTE gray_histogram_7 numeric
@ATTRIBUTE gray_histogram_8 numeric
@ATTRIBUTE gray_histogram_9 numeric
@ATTRIBUTE gray_histogram_10 numeric
@ATTRIBUTE gray_histogram_11 numeric
@ATTRIBUTE gray_histogram_12 numeric
@ATTRIBUTE gray_histogram_13 numeric
@ATTRIBUTE gray_histogram_14 numeric
@ATTRIBUTE gray_histogram_15 numeric
@ATTRIBUTE lbp_histogram_0 numeric
@ATTRIBUTE lbp_histogram_1 numeric
@ATTRIBUTE lbp_histogram_2 numeric
@ATTRIBUTE lbp_histogram_3 numeric
@ATTRIBUTE lbp_histogram_4 numeric
@ATTRIBUTE lbp_histogram_5 numeric
@ATTRIBUTE lbp_histogram_6 numeric
@ATTRIBUTE lbp_histogram_7 numeric
@ATTRIBUTE lbp_histogram_8 numeric
@ATTRIBUTE lbp_histogram_9 numeric
@ATTRIBUTE lbp_histogram_10 numeric
@ATTRIBUTE lbp_histogram_11 numeric
@ATTRIBUTE lbp_histogram_12 numeric
@ATTRIBUTE lbp_histogram_13 numeric
@ATTRIBUTE lbp_histogram_14 numeric
@ATTRIBUTE lbp_histogram_15 numeric
@ATTRIBUTE class {forest,water,grass,dirty,human-made}

@DATA
'01284.3',37.786950,48.967939,92.151091,50.503855,0.003542,0.060656,0.531884,0.841806,0.055048,0.033649,0.020514,0.012102,0.005608,0.002509,0.001623,0.000738,0.000000,0.000000,0.000000,0.000000,0.336400,0.198013,0.120353,0.062201,0.032757,0.026868,0.022083,0.021347,0.013986,0.018403,0.013618,0.015458,0.015090,0.040118,0.016562,0.046743,water
'02356.1',89.357810,95.195225,95.431744,93.481344,0.021956,0.190258,0.306397,0.327372,0.379571,0.400145,0.401490,0.383569,0.305489,0.203598,0.107961,0.053544,0.020102,0.007197,0.001963,0.001127,0.214931,0.082012,0.084065,0.068307,0.054506,0.046359,0.040264,0.040453,0.041053,0.039853,0.040706,0.043990,0.040453,0.043738,0.038685,0.080623,forest
'02356.2',128.392381,133.579230,123.712287,130.905400,0.004277,0.047974,0.113535,0.147562,0.188258,0.234956,0.293181,0.366918,0.436915,0.464520,0.378604,0.272333,0.146967,0.069330,0.029939,0.017456,0.228225,0.085570,0.086335,0.070279,0.053431,0.044447,0.038761,0.036531,0.037019,0.036769,0.040502,0.040964,0.041004,0.042165,0.039764,0.078234,forest
'01109.2',139.817633,142.766011,129.753763,140.401259,0.006242,0.032582,0.060968,0.086292,0.116370,0.153147,0.216110,0.319082,0.438581,0.516077,0.462163,0.310658,0.164531,0.073198,0.028285,0.014227,0.288265,0.119483,0.105149,0.074310,0.051782,0.040343,0.032520,0.028668,0.027280,0.027201,0.026048,0.028081,0.028297,0.030702,0.028883,0.062988,forest
'01109.1',109.922554,116.139802,112.651730,113.884477,0.008507,0.073400,0.128341,0.174981,0.228478,0.299470,0.390732,0.476996,0.488163,0.373099,0.197040,0.088259,0.032676,0.012359,0.004380,0.002866,0.238568,0.092358,0.088805,0.070394,0.054289,0.043814,0.039015,0.037862,0.036616,0.035831,0.035624,0.035185,0.036846,0.040307,0.037031,0.077454,forest
'00194.5',101.421025,66.699498,39.907132,73.987477,0.002980,0.005247,0.008342,0.016284,0.987052,0.159147,0.005290,0.000927,0.000656,0.000356,0.000128,0.000000,0.000014,0.000000,0.000000,0.000000,0.405455,0.262804,0.113429,0.041287,0.022623,0.015145,0.010997,0.010055,0.009992,0.009049,0.010243,0.015585,0.018098,0.019104,0.011626,0.024508,water
'00194.4',170.742313,161.034383,157.151334,163.520426,0.000000,0.000000,0.000393,0.007476,0.053312,0.163674,0.250430,0.270299,0.316332,0.380267,0.446957,0.414104,0.318299,0.261446,0.177248,0.132395,0.386911,0.197533,0.112393,0.064651,0.037199,0.024667,0.015317,0.017108,0.017307,0.015914,0.017704,0.016909,0.014522,0.021086,0.014522,0.026258,dirty
'00194.3',107.569364,97.945152,96.700687,100.718539,0.000795,0.003623,0.021736,0.061408,0.196993,0.680220,0.678188,0.158955,0.065208,0.045924,0.035807,0.027744,0.020897,0.010758,0.007069,0.003998,0.335714,0.164373,0.122485,0.089828,0.052991,0.037098,0.023992,0.019943,0.018985,0.020421,0.016677,0.017852,0.017069,0.017896,0.015414,0.029261,dirty
'00194.2',189.696344,179.220530,172.562027,181.605628,0.000093,0.000631,0.002711,0.007199,0.015776,0.020451,0.029542,0.040013,0.060651,0.099565,0.286379,0.815595,0.441570,0.194410,0.055626,0.011265,0.362527,0.189499,0.113990,0.062123,0.034487,0.023415,0.019513,0.015746,0.017334,0.016654,0.017879,0.021282,0.021600,0.025457,0.020057,0.038435,dirty
'00194.1',224.280621,215.499872,211.606419,217.687722,0.000000,0.000000,0.000000,0.000322,0.001449,0.006683,0.008133,0.013608,0.023673,0.043481,0.087124,0.147353,0.252513,0.474026,0.693123,0.446166,0.493639,0.229142,0.102959,0.044527,0.022041,0.011243,0.008876,0.006361,0.007544,0.005473,0.008876,0.009024,0.007988,0.013609,0.008284,0.020414,dirty
'00249.6',108.128808,124.234169,120.285620,118.959643,0.000000,0.002054,0.013498,0.043134,0.127936,0.276119,0.462154,0.595959,0.499567,0.273331,0.104902,0.034478,0.010710,0.002054,0.000734,0.000000,0.219103,0.095358,0.092535,0.075282,0.059912,0.046738,0.042346,0.038112,0.043758,0.043287,0.041092,0.039210,0.033720,0.033720,0.032309,0.063519,forest
'02692.1',146.479755,151.991130,134.817903,148.387006,0.002881,0.023637,0.046624,0.061313,0.081744,0.114734,0.162921,0.259923,0.386323,0.491542,0.524938,0.392126,0.222814,0.091645,0.032726,0.015927,0.262220,0.102024,0.103034,0.078100,0.053279,0.042574,0.031891,0.029759,0.031308,0.029153,0.033327,0.034943,0.032923,0.035280,0.034405,0.065779,forest
'00249.4',111.860292,126.520000,110.858539,120.347056,0.000000,0.012810,0.048156,0.094414,0.186694,0.371490,0.490812,0.509078,0.393077,0.316217,0.211365,0.112918,0.053375,0.028467,0.009726,0.002135,0.270213,0.109824,0.116408,0.076376,0.049776,0.041085,0.031341,0.034501,0.029234,0.028180,0.033711,0.026600,0.029760,0.036608,0.028180,0.058204,forest
'00249.5',161.728057,171.227372,150.960196,166.072612,0.000000,0.000401,0.004612,0.015489,0.038347,0.061055,0.094641,0.160408,0.264523,0.405681,0.537015,0.516162,0.365429,0.174845,0.072986,0.032533,0.241843,0.101551,0.097438,0.067812,0.054527,0.046690,0.040798,0.035073,0.034740,0.036352,0.034517,0.036907,0.035740,0.035685,0.034517,0.065811,forest
'00249.2',188.685252,201.816576,174.410881,194.766907,0.000000,0.000000,0.000203,0.001053,0.003038,0.007413,0.014988,0.035648,0.073403,0.152356,0.287981,0.480441,0.596096,0.466506,0.246338,0.149804,0.299127,0.128077,0.110898,0.078626,0.057843,0.046635,0.034920,0.030470,0.027711,0.025176,0.023712,0.023543,0.022022,0.024782,0.018643,0.047818,forest
'00249.3',33.543612,46.790184,57.876758,44.080874,0.030557,0.376803,0.755132,0.510321,0.158724,0.033867,0.009388,0.002042,0.000422,0.000047,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.200171,0.075353,0.075033,0.063760,0.055226,0.052310,0.048398,0.050923,0.050318,0.048540,0.046229,0.044522,0.040219,0.041535,0.036841,0.070623,forest
'02709.2',137.837087,142.954307,130.530678,140.007502,0.003798,0.034609,0.079423,0.106116,0.136199,0.175919,0.224052,0.306936,0.411810,0.488198,0.466722,0.340888,0.190455,0.085954,0.036898,0.018192,0.253158,0.096304,0.098334,0.072749,0.051350,0.039779,0.033742,0.031730,0.031838,0.035234,0.033958,0.037803,0.035413,0.038108,0.035521,0.074977,forest
'02769.3',183.190433,185.845294,154.963939,181.534802,0.000654,0.005477,0.020601,0.043982,0.070797,0.087066,0.115107,0.146254,0.189582,0.254248,0.338698,0.396660,0.401319,0.381209,0.311311,0.417670,0.242726,0.100306,0.082094,0.068436,0.053496,0.043039,0.035498,0.035214,0.034787,0.036850,0.036779,0.041616,0.037206,0.041616,0.034858,0.075478,forest
'02769.2',62.968052,76.439079,83.298929,73.180383,0.011498,0.105915,0.278277,0.487344,0.565398,0.490108,0.310781,0.128469,0.025429,0.009176,0.002432,0.000663,0.000000,0.000000,0.000000,0.000000,0.202602,0.079499,0.070585,0.063840,0.056974,0.053602,0.047579,0.051795,0.045290,0.049747,0.044688,0.041556,0.036256,0.042399,0.034690,0.078897,forest
'02769.1',164.245157,169.663589,151.796868,166.008802,0.002984,0.017160,0.052674,0.086248,0.116987,0.145637,0.189059,0.239794,0.286201,0.336189,0.363794,0.374538,0.351558,0.307688,0.257252,0.330668,0.277815,0.125050,0.097335,0.069354,0.050126,0.042302,0.034346,0.030765,0.029174,0.026787,0.031561,0.031826,0.031030,0.032887,0.027317,0.062326,forest
'02769.7',184.910981,192.478110,162.163262,186.759394,0.000000,0.004352,0.007616,0.022303,0.033726,0.044606,0.077788,0.110971,0.164824,0.228469,0.326384,0.441163,0.476521,0.416140,0.298098,0.329104,0.265426,0.117532,0.107738,0.087169,0.047992,0.045544,0.029383,0.030852,0.033790,0.026445,0.032811,0.027914,0.027914,0.036729,0.024976,0.057786,forest
'02769.6',151.788858,152.933565,131.736630,150.176114,0.002871,0.017227,0.057182,0.099770,0.161977,0.204804,0.264618,0.331132,0.394535,0.405541,0.364867,0.340223,0.272514,0.231122,0.161738,0.125610,0.241611,0.082532,0.095411,0.066570,0.053147,0.047524,0.043715,0.040994,0.037548,0.034827,0.039543,0.034645,0.036459,0.042445,0.031743,0.071286,forest
'02769.5',72.262246,84.492483,92.177478,81.696691,0.011346,0.101411,0.235066,0.410190,0.531078,0.519798,0.388307,0.221862,0.103422,0.049580,0.023762,0.009837,0.004110,0.001814,0.000656,0.000634,0.215093,0.083098,0.080666,0.071513,0.058362,0.048101,0.044921,0.042392,0.044343,0.043645,0.042633,0.040441,0.040706,0.038779,0.035889,0.069417,forest
'02769.4',112.413041,124.196014,118.543336,120.016889,0.000651,0.011201,0.051005,0.120883,0.214021,0.339186,0.469352,0.523440,0.423417,0.302774,0.201929,0.108004,0.055252,0.027335,0.014455,0.011098,0.228175,0.088821,0.086995,0.073736,0.057128,0.046778,0.045392,0.041536,0.040690,0.040961,0.039066,0.038018,0.035988,0.036191,0.033553,0.066971,forest
'01476.5',213.353018,221.350701,202.441481,216.819510,0.000000,0.000000,0.000000,0.000389,0.001427,0.004152,0.010120,0.024520,0.050209,0.097044,0.143490,0.188898,0.230674,0.268817,0.328885,0.835122,0.280146,0.191436,0.100614,0.065476,0.044931,0.030530,0.025922,0.027650,0.027842,0.024770,0.027074,0.024770,0.026498,0.031298,0.025730,0.045315,forest
'01476.4',155.498866,171.479790,149.335969,164.176832,0.000548,0.003834,0.022457,0.048566,0.081978,0.132553,0.203211,0.280442,0.336129,0.360777,0.380678,0.417194,0.374470,0.281537,0.190795,0.186779,0.226453,0.081449,0.087890,0.069425,0.054824,0.044374,0.040223,0.040653,0.036645,0.039078,0.038935,0.042943,0.042514,0.041082,0.041225,0.072287,forest
'02166.4',58.219318,69.977308,86.293805,68.306960,0.000000,0.004383,0.221669,0.473840,0.752860,0.394147,0.064230,0.006545,0.000548,0.000091,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.355904,0.211191,0.115175,0.060672,0.032150,0.024748,0.018216,0.021119,0.017273,0.018724,0.019305,0.019450,0.018652,0.019595,0.016765,0.031062,grass
'02166.5',145.141700,142.679299,135.217115,142.565012,0.000000,0.000144,0.000865,0.003462,0.027047,0.129392,0.377861,0.383487,0.392719,0.422578,0.503791,0.315618,0.077534,0.020195,0.004977,0.002885,0.161467,0.081033,0.069510,0.043771,0.032548,0.027235,0.028507,0.033296,0.042724,0.051104,0.066293,0.074224,0.079461,0.073775,0.057987,0.077067,grass
'02166.2',214.072231,206.050833,194.927340,207.198788,0.000000,0.000000,0.000000,0.000000,0.000056,0.000056,0.000239,0.000814,0.006751,0.025234,0.096208,0.288511,0.523368,0.694731,0.385645,0.039171,0.374303,0.183814,0.116633,0.063813,0.032274,0.022445,0.015953,0.014392,0.015249,0.016811,0.018832,0.020608,0.022016,0.023945,0.018648,0.040266,grass
'02166.3',27.456445,38.902699,58.348537,37.697187,0.032682,0.462535,0.839717,0.281413,0.025759,0.003181,0.000936,0.000125,0.000062,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.388116,0.204401,0.119630,0.061620,0.038116,0.022095,0.019014,0.015757,0.014613,0.011004,0.010035,0.015845,0.016901,0.022007,0.014349,0.026496,grass
'01476.3',56.316289,74.457060,86.194010,70.381225,0.013300,0.114278,0.286770,0.518348,0.614498,0.452596,0.215973,0.076808,0.026226,0.011462,0.004952,0.001713,0.000716,0.000125,0.000062,0.000000,0.221846,0.088344,0.078848,0.070337,0.052329,0.050240,0.044527,0.045315,0.044409,0.041887,0.043660,0.040626,0.039522,0.039286,0.032351,0.066475,forest
'01476.2',81.834032,100.666779,113.226231,96.474887,0.002779,0.019821,0.078120,0.213792,0.394699,0.555803,0.536816,0.388741,0.185876,0.086892,0.037245,0.016034,0.006619,0.002606,0.000921,0.000139,0.218330,0.084903,0.082293,0.067115,0.055491,0.049609,0.046557,0.043887,0.043566,0.043525,0.043144,0.042401,0.040534,0.037904,0.034371,0.066372,forest
'01555.1',110.593454,116.323699,108.890589,113.762271,0.010473,0.077689,0.136457,0.178370,0.244790,0.316285,0.401322,0.468916,0.461549,0.356701,0.220453,0.107556,0.043049,0.014545,0.004318,0.001856,0.216635,0.079519,0.084121,0.071421,0.055688,0.044683,0.039688,0.038707,0.037352,0.037690,0.041882,0.041615,0.042417,0.044255,0.040830,0.083497,forest
'01555.3',149.630566,152.638428,134.174571,149.640955,0.003484,0.018950,0.038186,0.055445,0.083136,0.111541,0.165030,0.248308,0.372687,0.491706,0.527569,0.409283,0.223775,0.093365,0.035435,0.017076,0.290351,0.122947,0.118963,0.077702,0.050310,0.036663,0.028499,0.025868,0.023901,0.025598,0.025893,0.028745,0.028917,0.031573,0.027048,0.057023,forest
'01555.2',57.704836,70.437728,86.723996,68.469206,0.001672,0.137126,0.548506,0.612610,0.385180,0.298780,0.208477,0.134897,0.068006,0.031773,0.009476,0.004459,0.002787,0.000000,0.000000,0.000000,0.195566,0.083002,0.092098,0.075043,0.053439,0.041501,0.040364,0.043775,0.043206,0.044912,0.042638,0.037521,0.036384,0.054576,0.037521,0.078454,forest
'00255.1',139.377670,144.060075,129.917928,141.051130,0.001016,0.013391,0.041397,0.079667,0.124165,0.175982,0.242024,0.343341,0.423868,0.499185,0.456043,0.313095,0.165092,0.076802,0.028084,0.010838,0.279023,0.117212,0.110938,0.079212,0.055911,0.040092,0.032403,0.028515,0.028191,0.026777,0.026954,0.027690,0.030224,0.030665,0.028869,0.057325,forest
'00255.3',30.818390,40.667894,67.128875,40.742540,0.026770,0.519397,0.779688,0.330283,0.107829,0.027484,0.010335,0.004148,0.001481,0.000662,0.000314,0.000174,0.000105,0.000052,0.000017,0.000017,0.217992,0.077010,0.081423,0.073548,0.061637,0.055926,0.049494,0.048167,0.045456,0.043985,0.041851,0.038274,0.034899,0.035967,0.030573,0.063800,forest
'00255.2',168.734897,174.139128,154.488994,170.282189,0.000029,0.001020,0.004721,0.011307,0.020400,0.037623,0.061491,0.111266,0.199830,0.368798,0.554377,0.570900,0.370138,0.175583,0.063589,0.027860,0.325501,0.131955,0.113241,0.083756,0.051942,0.042044,0.033311,0.026075,0.023122,0.021500,0.021750,0.022124,0.019629,0.021168,0.020627,0.042252,forest
'01300.4',151.880879,152.456332,145.403862,151.484210,0.000461,0.001457,0.003974,0.009056,0.021400,0.045479,0.109580,0.229014,0.470335,0.612166,0.503607,0.261912,0.112371,0.043150,0.013752,0.007785,0.381184,0.164509,0.136919,0.083978,0.045747,0.030390,0.021711,0.016218,0.014215,0.012837,0.012320,0.012212,0.012729,0.015292,0.011329,0.028409,forest
'01300.1',47.424165,60.144200,82.834183,58.917399,0.041463,0.252047,0.504911,0.604790,0.473660,0.270021,0.122551,0.040033,0.012459,0.002247,0.000204,0.000000,0.000000,0.000000,0.000000,0.000000,0.221354,0.096995,0.086978,0.075006,0.054239,0.038358,0.039824,0.039824,0.040801,0.044710,0.042267,0.035671,0.036404,0.042267,0.031762,0.073540,forest
'02263.1',95.032079,102.007937,104.754319,100.236378,0.014482,0.141949,0.261897,0.287659,0.341974,0.380132,0.407122,0.420227,0.365874,0.256238,0.138338,0.068685,0.030936,0.012955,0.003723,0.001117,0.184211,0.068314,0.073239,0.064111,0.056145,0.046766,0.041528,0.043159,0.043536,0.045668,0.046421,0.050812,0.046358,0.049903,0.047864,0.091964,forest
'02907.3',59.022127,73.568658,90.153099,71.110727,0.014926,0.185924,0.357075,0.523328,0.582802,0.397414,0.212485,0.124077,0.066822,0.030464,0.015691,0.006889,0.002296,0.001225,0.000306,0.000077,0.227095,0.095449,0.086487,0.068215,0.051771,0.045158,0.039415,0.040372,0.039415,0.037327,0.040198,0.038806,0.039937,0.039502,0.036892,0.073958,forest
'02907.2',115.852013,123.033980,115.707003,120.052193,0.012568,0.094201,0.166610,0.202307,0.243782,0.298008,0.336057,0.381039,0.428150,0.412176,0.322171,0.210091,0.110701,0.046705,0.017251,0.007075,0.222628,0.085846,0.086633,0.070984,0.053511,0.041528,0.037951,0.036467,0.037593,0.041260,0.040938,0.042047,0.041492,0.044014,0.037790,0.079318,forest
'02715.2',91.603176,104.026209,104.776146,100.362122,0.009949,0.038449,0.101297,0.189711,0.320593,0.487412,0.581192,0.438552,0.247193,0.124853,0.063230,0.029766,0.010793,0.003839,0.000925,0.000261,0.293142,0.101991,0.096189,0.077605,0.062907,0.048976,0.041742,0.039007,0.035735,0.031875,0.027658,0.023363,0.023210,0.024284,0.021191,0.051123,forest
'01320.2',105.368416,106.861293,89.866823,104.491284,0.017276,0.060333,0.121463,0.180201,0.297146,0.445719,0.489308,0.487979,0.364655,0.199338,0.097808,0.040665,0.015150,0.011960,0.004784,0.002126,0.264676,0.134868,0.106528,0.074393,0.048836,0.042763,0.033654,0.029352,0.032895,0.033401,0.032389,0.028846,0.027581,0.032642,0.027075,0.050101,forest
'01320.1',50.982660,56.724841,65.252829,56.008842,0.020033,0.204619,0.562947,0.640996,0.438174,0.184239,0.060753,0.016970,0.004513,0.001940,0.000796,0.000245,0.000082,0.000061,0.000000,0.000000,0.220751,0.078897,0.082789,0.071169,0.059094,0.050259,0.047531,0.046366,0.048043,0.044264,0.039718,0.038582,0.037644,0.036735,0.031735,0.066424,forest
'02715.1',112.708582,116.707225,116.907272,115.536087,0.000347,0.003163,0.016936,0.054969,0.150122,0.315681,0.559471,0.593496,0.409045,0.184979,0.080269,0.030321,0.014162,0.007879,0.005021,0.007726,0.366400,0.137806,0.121547,0.083076,0.055970,0.037411,0.027309,0.023182,0.018875,0.016529,0.015537,0.015222,0.015627,0.018717,0.014590,0.032202,grass
'00305.2',134.817395,135.776183,126.184290,134.397127,0.003613,0.025747,0.062790,0.104297,0.172486,0.233822,0.319681,0.376180,0.467956,0.437537,0.379626,0.261376,0.162311,0.077699,0.030564,0.014161,0.264760,0.104715,0.103724,0.077050,0.053897,0.042405,0.034961,0.032346,0.031461,0.030259,0.030807,0.031819,0.030470,0.036458,0.031060,0.063807,forest
'02560.1',71.250106,87.989081,108.929980,85.376095,0.004695,0.059719,0.182125,0.350659,0.513687,0.569133,0.421187,0.241879,0.113991,0.053510,0.024683,0.010235,0.003885,0.001643,0.000692,0.000211,0.210311,0.080064,0.078958,0.066542,0.055086,0.047346,0.044428,0.044135,0.042856,0.044362,0.044295,0.042630,0.042936,0.043176,0.038620,0.074256,forest
'02560.2',145.411592,148.319603,135.869140,146.036052,0.002226,0.022943,0.075336,0.132180,0.178666,0.204948,0.260680,0.347402,0.385754,0.418115,0.391405,0.336957,0.244071,0.179608,0.120110,0.130896,0.220829,0.081448,0.088400,0.076268,0.054321,0.041508,0.038918,0.038713,0.038100,0.041303,0.041031,0.042734,0.038168,0.041576,0.039395,0.077290,forest
'02560.3',103.846906,125.497978,145.419418,121.302203,0.000000,0.001000,0.017053,0.080933,0.196140,0.357729,0.489600,0.541371,0.410888,0.279129,0.184308,0.096931,0.052215,0.027441,0.015054,0.010665,0.214068,0.080784,0.078469,0.067179,0.057977,0.051372,0.048267,0.047872,0.046799,0.043694,0.039573,0.039968,0.040928,0.041210,0.035960,0.065880,forest
'01440.2',103.191135,112.986862,107.397612,109.417580,0.014039,0.132363,0.212800,0.221884,0.252674,0.314019,0.396953,0.423457,0.449351,0.357078,0.212348,0.107098,0.045969,0.016752,0.005899,0.003932,0.217414,0.085435,0.088416,0.074368,0.052050,0.041273,0.035875,0.033676,0.035385,0.036493,0.039583,0.044472,0.043363,0.045653,0.043290,0.083255,forest
'01440.1',140.099941,147.724556,131.022375,143.538414,0.004562,0.040058,0.082387,0.091823,0.106634,0.140276,0.195645,0.256535,0.389979,0.492176,0.491468,0.389854,0.224622,0.092198,0.031809,0.014353,0.272917,0.116895,0.109213,0.077767,0.049130,0.036110,0.028266,0.027617,0.025667,0.028336,0.030889,0.032188,0.033674,0.034463,0.032351,0.064516,forest
'02400.5',62.368725,73.891542,78.999541,71.016232,0.036308,0.225941,0.388126,0.479728,0.558606,0.429730,0.219412,0.123480,0.067952,0.038406,0.022418,0.011092,0.005463,0.002232,0.001166,0.000167,0.216955,0.084335,0.082902,0.068460,0.051813,0.044648,0.042884,0.039724,0.040385,0.042406,0.042994,0.041782,0.041341,0.042259,0.038805,0.078308,forest
'02400.4',168.945349,176.074653,148.889632,170.845461,0.000055,0.001378,0.010888,0.034895,0.059124,0.090822,0.129824,0.193716,0.272575,0.365823,0.437433,0.453998,0.410393,0.299285,0.204246,0.165050,0.251660,0.098706,0.093037,0.071648,0.054536,0.039603,0.036533,0.034800,0.033777,0.032701,0.036506,0.037162,0.035666,0.039026,0.035115,0.069522,forest
'02400.3',108.198765,120.521998,112.379990,115.900705,0.000157,0.008022,0.057887,0.131190,0.201033,0.304695,0.416223,0.534672,0.506829,0.325145,0.147707,0.049078,0.013213,0.003146,0.000315,0.000157,0.202634,0.090124,0.073446,0.060863,0.053255,0.046086,0.031163,0.040673,0.044770,0.043453,0.046379,0.047257,0.046964,0.047403,0.046525,0.079005,forest
'02400.2',130.823013,134.213217,118.277998,131.382526,0.001739,0.030033,0.108071,0.164194,0.197590,0.253191,0.306009,0.374887,0.439649,0.427184,0.370597,0.271396,0.166977,0.082271,0.038556,0.014668,0.223697,0.084469,0.090381,0.073948,0.053858,0.044289,0.039429,0.037675,0.037275,0.036673,0.038727,0.041333,0.042285,0.041182,0.037725,0.077054,forest
'02400.1',108.584692,121.942186,112.085582,116.816352,0.000498,0.022683,0.090448,0.155297,0.258615,0.412987,0.495542,0.472006,0.358520,0.265441,0.201374,0.123441,0.068049,0.037544,0.018559,0.015075,0.236777,0.093811,0.093741,0.072210,0.057740,0.046248,0.039186,0.036486,0.036209,0.036278,0.040086,0.038770,0.039740,0.036070,0.035101,0.061548,forest
'01541.2',123.943519,129.603962,114.626860,126.202639,0.004309,0.041153,0.105806,0.139576,0.174185,0.216899,0.301557,0.415794,0.481867,0.485897,0.340801,0.187973,0.075273,0.029229,0.009456,0.004914,0.261204,0.104221,0.103134,0.076065,0.051072,0.038467,0.032817,0.029170,0.030209,0.031054,0.033058,0.033686,0.035883,0.037815,0.033082,0.069062,forest
'01813.3',144.962027,149.184674,137.435818,146.582185,0.000568,0.011382,0.057109,0.110440,0.149673,0.184289,0.240360,0.295790,0.389169,0.429439,0.440969,0.376651,0.276507,0.160759,0.076318,0.049677,0.267454,0.107589,0.097864,0.075547,0.053158,0.041473,0.035030,0.033952,0.031797,0.030743,0.031037,0.031821,0.030449,0.034957,0.029126,0.068003,forest
'00235.5',64.106901,76.585156,91.002780,74.488848,0.001907,0.158086,0.494249,0.583403,0.446292,0.295544,0.229559,0.169122,0.123187,0.073900,0.040157,0.015889,0.006125,0.001733,0.000462,0.000173,0.186603,0.073374,0.069908,0.063952,0.054421,0.047057,0.044187,0.048140,0.047436,0.048790,0.047490,0.048411,0.048302,0.049494,0.039638,0.082796,forest
'00235.4',136.019753,144.885728,130.502744,140.593003,0.002893,0.043487,0.108993,0.122865,0.150571,0.185971,0.242208,0.310528,0.396381,0.440871,0.450710,0.353838,0.241480,0.126978,0.058245,0.033491,0.230230,0.095372,0.094291,0.073502,0.050082,0.041230,0.033057,0.034555,0.034242,0.034294,0.040637,0.039992,0.040637,0.042693,0.039714,0.075471,forest
'00235.3',88.979403,98.840637,96.410799,95.613573,0.024320,0.222846,0.366652,0.308231,0.336781,0.362687,0.390973,0.370089,0.323035,0.233156,0.140105,0.072696,0.037009,0.021148,0.007666,0.003965,0.248211,0.120296,0.101824,0.071115,0.052413,0.041330,0.034634,0.033249,0.029323,0.031171,0.034172,0.032094,0.032556,0.042254,0.033941,0.061418,forest
'00235.2',168.674241,179.434488,155.309503,173.464690,0.000118,0.004215,0.013038,0.024185,0.038679,0.053765,0.080825,0.125452,0.210531,0.317668,0.478845,0.521109,0.462657,0.290805,0.145068,0.082598,0.286381,0.115849,0.105277,0.076226,0.052239,0.039401,0.033493,0.029673,0.028607,0.029629,0.027097,0.026830,0.027630,0.031761,0.028474,0.061434,forest
'00235.1',62.826159,69.762609,79.525494,68.796601,0.060833,0.441625,0.495469,0.406937,0.400465,0.346621,0.239968,0.183795,0.115713,0.063163,0.028734,0.007248,0.003365,0.004401,0.001812,0.002330,0.197539,0.079567,0.067897,0.056440,0.048589,0.045831,0.046679,0.045194,0.046892,0.050074,0.050923,0.046892,0.040738,0.054954,0.040951,0.080840,forest
'02775.1',175.155204,184.424023,159.574093,178.823204,0.000000,0.000748,0.006330,0.027622,0.054151,0.071472,0.094318,0.124875,0.183053,0.272077,0.391657,0.484939,0.492190,0.375084,0.236974,0.177414,0.259361,0.101583,0.092178,0.070448,0.050120,0.039605,0.034815,0.034815,0.035575,0.033530,0.034815,0.037853,0.034698,0.037444,0.034698,0.068462,forest
'02775.2',146.585821,152.544223,135.475130,148.815772,0.000255,0.009301,0.038574,0.098109,0.132669,0.167963,0.231542,0.291331,0.382974,0.451713,0.460409,0.377176,0.260115,0.141142,0.088011,0.064981,0.228203,0.093562,0.091101,0.070452,0.051198,0.040203,0.037222,0.036894,0.037250,0.037414,0.040668,0.039903,0.041243,0.044005,0.038262,0.072421,forest
'02775.3',61.635706,74.798067,83.770092,71.882434,0.021376,0.201123,0.415979,0.522220,0.533365,0.380657,0.232182,0.145369,0.081302,0.040895,0.020889,0.012698,0.005603,0.002984,0.000883,0.000244,0.203335,0.080913,0.079038,0.067164,0.053646,0.046278,0.042002,0.043910,0.044732,0.046245,0.046673,0.044272,0.045324,0.042298,0.038746,0.075420,forest
'02783.3',98.025908,102.679800,101.580838,101.166002,0.017735,0.205466,0.259503,0.280060,0.310717,0.353520,0.391786,0.413865,0.387663,0.282467,0.162027,0.085413,0.038930,0.014996,0.005478,0.001715,0.211350,0.078479,0.082756,0.069972,0.053931,0.042946,0.039592,0.037453,0.039543,0.039373,0.041633,0.044501,0.044258,0.046032,0.043262,0.084919,forest
